lotNumber,vendor,name,vendorItemNo,quantity,price,type
6227R,NV,octreotide 50 microgram/mL injection; 5 x 1 mL ampoules,Sandostatin 0.05,90,34.39,Medication
6228T,GQ,octreotide 100 microgram/mL injection; 5 x 1 mL ampoules,Octreotide MaxRx,90,68.69,Medication
6228T,NV,octreotide 100 microgram/mL injection; 5 x 1 mL ampoules,Sandostatin 0.1,90,68.69,Medication
6228T,PF,octreotide 100 microgram/mL injection; 5 x 1 mL ampoules,Hospira Pty Limited,90,68.69,Medication
6228T,RA,octreotide 100 microgram/mL injection; 5 x 1 mL ampoules,Octreotide (SUN),90,68.69,Medication
6229W,RA,octreotide 500 microgram/mL injection; 5 x 1 mL ampoules,Octreotide (SUN),90,344.14,Medication
6229W,GQ,octreotide 500 microgram/mL injection; 5 x 1 mL ampoules,Octreotide MaxRx,90,344.14,Medication
6229W,PF,octreotide 500 microgram/mL injection; 5 x 1 mL ampoules,Hospira Pty Limited,90,344.14,Medication
6229W,NV,octreotide 500 microgram/mL injection; 5 x 1 mL ampoules,Sandostatin 0.5,90,344.14,Medication
6232B,NV,cyclosporin 10 mg capsule; 60,Neoral 10,120,37.2,Medication
6246R,MK,interferon alfa-2b 10 million units/mL injection; 5 x 1 mL vials,Intron A,15,471.68,Medication
6249X,JC,doxorubicin hydrochloride-pegylated liposomal 20 mg/10 mL injection; 1 x 10 mL vial,Caelyx,4,307.07,Medication
6249X,RA,doxorubicin hydrochloride-pegylated liposomal 20 mg/10 mL injection; 1 x 10 mL vial,Liposomal Doxorubicin SUN,4,307.07,Medication
6251B,JC,epoetin alfa 1000 units/0.5 mL injection; 6 x 0.5 mL syringes,Eprex 1000,12,132.67,Medication
6253D,MK,interferon alfa-2b 18 million units/1.2 mL injection; 1.2 mL,Intron A Redipen,2,169.8,Medication
6254E,MK,interferon alfa-2b 30 million units/1.2 mL injection; 1.2 mL,Intron A Redipen,2,283.01,Medication
6255F,MK,interferon alfa-2b 60 million units/1.2 mL injection; 1.2 mL,Intron A Redipen,2,566.01,Medication
6270B,PF,desferrioxamine mesilate 2 g injection; 1 vial,Hospira Pty Limited,60,22.41,Medication
6280M,RW,valaciclovir 500 mg tablet; 100,Valtrex,500,63.7,Medication
6280M,TX,valaciclovir 500 mg tablet; 100,APO-Valaciclovir,500,63.7,Medication
6280M,RA,valaciclovir 500 mg tablet; 100,Valaciclovir RBX,500,63.7,Medication
6284R,DZ,baclofen 10 mg/5 mL intrathecal injection; 5 mL ampoule,Bacthecal,10,124.63,Medication
6284R,NV,baclofen 10 mg/5 mL intrathecal injection; 5 mL ampoule,Lioresal Intrathecal,10,124.63,Medication
6286W,PF,pamidronate disodium 15 mg/5 mL injection; 5 mL vial,Pamisol,4,13.81,Medication
6287X,PF,pamidronate disodium 30 mg/10 mL injection; 10 mL vial,Pamisol,2,27.63,Medication
6288Y,PF,pamidronate disodium 60 mg/10 mL injection; 10 mL vial,Pamisol,1,55.26,Medication
6289B,PF,pamidronate disodium 90 mg/10 mL injection; 10 mL vial,Pamisol,1,82.89,Medication
6291D,AN,filgrastim 300 microgram/0.5 mL injection; 10 x 0.5 mL syringes,Neupogen,20,579.22,Medication
6292E,AN,filgrastim 480 microgram/0.5 mL injection; 10 x 0.5 mL syringes,Neupogen,20,928.53,Medication
6302Q,JC,epoetin alfa 5000 units/0.5 mL injection; 6 x 0.5 mL syringes,Eprex 5000,12,502.24,Medication
6303R,JC,epoetin alfa 6000 units/0.6 mL injection; 6 x 0.6 mL syringes,Eprex 6000,12,596.19,Medication
6305W,JC,epoetin alfa 8000 units/0.8 mL injection; 6 x 0.8 mL syringes,Eprex 8000,12,773.26,Medication
6320P,AN,darbepoetin alfa 10 microgram/0.4 mL injection; 4 x 0.4 mL syringes,Aranesp,8,169.14,Medication
6321Q,AN,darbepoetin alfa 20 microgram/0.5 mL injection; 4 x 0.5 mL syringes,Aranesp,8,318.54,Medication
6322R,AN,darbepoetin alfa 30 microgram/0.3 mL injection; 4 x 0.3 mL syringes,Aranesp,8,435.79,Medication
6323T,AN,darbepoetin alfa 40 microgram/0.4 mL injection; 4 x 0.4 mL syringes,Aranesp,8,528.96,Medication
6324W,AN,darbepoetin alfa 50 microgram/0.5 mL injection; 4 x 0.5 mL syringes,Aranesp,8,653.97,Medication
6325X,AN,darbepoetin alfa 60 microgram/0.3 mL injection; 4 x 0.3 mL syringes,Aranesp,8,767.91,Medication
6326Y,AN,darbepoetin alfa 100 microgram/0.5 mL injection; 4 x 0.5 mL syringes,Aranesp,8,1244.74,Medication
6328C,AF,tacrolimus 500 microgram capsule; 100,Pacrolim,200,125.07,Medication
6328C,LL,tacrolimus 500 microgram capsule; 100,Prograf,200,125.07,Medication
6328C,SZ,tacrolimus 500 microgram capsule; 100,Tacrolimus Sandoz,200,125.07,Medication
6328C,TX,tacrolimus 500 microgram capsule; 100,TACROLIMUS APOTEX,200,125.07,Medication
6328C,CR,tacrolimus 500 microgram capsule; 100,Pharmacor Tacrolimus 0.5,200,125.07,Medication
6332G,IS,lanreotide 30 mg modified release injection [1 vial] (&) inert substance diluent [2 mL ampoule]; 1 pack,Somatuline LA,2,712.5,Medication
6337M,PF,LENOGRASTIM Powder for injection 13;400;000 i.u. (105 micrograms) vial; 10,Granocyte 13,20,486.88,Medication
6338N,PF,LENOGRASTIM Powder for injection 33;600;000 i.u. (263 micrograms) vial; 10,Granocyte 34,20,1219.42,Medication
6339P,JC,epoetin alfa 40 000 units/mL injection; 1 mL syringe,Eprex 40;000,2,595.65,Medication
6352H,NV,cyclosporin 25 mg capsule; 30,Neoral 25,120,32.22,Medication
6352H,SZ,cyclosporin 25 mg capsule; 30,Cyclosporin Sandoz,120,32.22,Medication
6353J,NV,cyclosporin 50 mg capsule; 30,Neoral 50,120,67.04,Medication
6353J,SZ,cyclosporin 50 mg capsule; 30,Cyclosporin Sandoz,120,67.04,Medication
6354K,SZ,cyclosporin 100 mg capsule; 30,Cyclosporin Sandoz,120,136.6,Medication
6354K,NV,cyclosporin 100 mg capsule; 30,Neoral 100,120,136.6,Medication
6357N,RO,valganciclovir 450 mg tablet; 60,Valcyte,120,2133.51,Medication
6363X,AN,pegfilgrastim 6 mg/0.6 mL injection; 0.6 mL syringe,Neulasta,1,1828.75,Medication
6364Y,RO,mycophenolate mofetil 1 g/5 mL powder for oral liquid; 165 mL,CellCept,2,244.51,Medication
6365B,AN,darbepoetin alfa 150 microgram/0.3 mL injection; 4 x 0.3 mL syringes,Aranesp,8,1854.64,Medication
6367D,PF,etanercept 25 mg injection [4 vials] (&) inert substance diluent [4 x 1 mL syringes]; 1 pack,Enbrel,1,774.25,Medication
6369F,NV,mycophenolate 180 mg enteric tablet; 120,Myfortic,240,85.79,Medication
6370G,NV,mycophenolate 360 mg enteric tablet; 120,Myfortic,240,171.56,Medication
6371H,PF,zoledronic acid 4 mg/5 mL injection; 5 mL vial,DBL Zoledronic Acid,1,326.97,Medication
6371H,TX,zoledronic acid 4 mg/5 mL injection; 5 mL vial,APO-Zoledronic Acid,1,326.97,Medication
6371H,NV,zoledronic acid 4 mg/5 mL injection; 5 mL vial,Zometa,1,326.97,Medication
6397Q,PF,infliximab 100 mg injection; 1 vial,Inflectra,1,574.85,Medication
6397Q,JC,infliximab 100 mg injection; 1 vial,Remicade,1,574.85,Medication
6400W,MK,peginterferon alfa-2b 50 microgram injection [4 x 50 microgram cartridges] (&) ribavirin 200 mg capsule [112 capsules] (&) inert substance diluent [4 x 0.5 mL cartridges]; 1 pack,Pegatron,2,1059.87,Medication
6401X,MK,peginterferon alfa-2b 80 microgram injection [4 x 80 microgram cartridges] (&) ribavirin 200 mg capsule [84 capsules] (&) inert substance diluent [4 x 0.5 mL cartridges]; 1 pack,Pegatron,2,1211.36,Medication
6402Y,MK,peginterferon alfa-2b 80 microgram injection [4 x 80 microgram cartridges] (&) ribavirin 200 mg capsule [140 capsules] (&) inert substance diluent [4 x 0.5 mL cartridges]; 1 pack,Pegatron,2,1353.83,Medication
6405D,MK,peginterferon alfa-2b 100 microgram injection [4 x 100 microgram cartridges] (&) ribavirin 200 mg capsule [112 capsules] (&) inert substance diluent [4 x 0.5 mL cartridges]; 1 pack,Pegatron,2,1549.81,Medication
6407F,MK,peginterferon alfa-2b 120 microgram injection [4 x 120 microgram cartridges] (&) ribavirin 200 mg capsule [140 capsules] (&) inert substance diluent [4 x 0.5 mL cartridges]; 1 pack,Pegatron,2,1745.79,Medication
6409H,MK,peginterferon alfa-2b 150 microgram injection [4 x 150 microgram cartridges] (&) ribavirin 200 mg capsule [140 capsules] (&) inert substance diluent [4 x 0.5 mL cartridges]; 1 pack,Pegatron,2,2039.76,Medication
6410J,MK,peginterferon alfa-2b 150 microgram injection [4 x 150 microgram cartridges] (&) ribavirin 200 mg capsule [168 capsules] (&) inert substance diluent [4 x 0.5 mL cartridges]; 1 pack,Pegatron,2,2039.76,Medication
6416Q,TX,deferiprone 500 mg tablet; 100,Ferriprox,600,428.03,Medication
6417R,PF,clozapine 50 mg tablet; 100,Clopine 50,200,64.64,Medication
6418T,PF,clozapine 200 mg tablet; 100,Clopine 200,200,242.38,Medication
6423C,IS,lanreotide 60 mg/0.5 mL injection; 0.5 mL syringe,Somatuline Autogel,2,1277.75,Medication
6424D,IS,lanreotide 90 mg/0.5 mL injection; 0.5 mL syringe,Somatuline Autogel,2,1700.5,Medication
6425E,IS,lanreotide 120 mg/0.5 mL injection; 0.5 mL syringe,Somatuline Autogel,2,2128,Medication
6429J,AT,bosentan 62.5 mg tablet; 60,Tracleer,60,2732.65,Medication
6430K,AT,bosentan 125 mg tablet; 60,Tracleer,60,2732.65,Medication
6434P,JC,epoetin alfa 20 000 units/0.5 mL injection; 6 x 0.5 mL syringes,Eprex 20;000,12,1841.1,Medication
6436R,PF,sirolimus 1 mg tablet; 100,Rapamune,200,687.16,Medication
6437T,PF,sirolimus 1 mg/mL oral liquid; 60 mL,Rapamune,2,444.6,Medication
6438W,AN,darbepoetin alfa 80 microgram/0.4 mL injection; 4 x 0.4 mL syringes,Aranesp,8,1010.8,Medication
6439X,RO,peginterferon alfa-2a 135 microgram/0.5 mL injection; 4 x 0.5 mL syringes,Pegasys,8,1107.61,Medication
6448J,PF,infliximab 100 mg injection; 1 vial,Inflectra,1,574.85,Medication
6448J,JC,infliximab 100 mg injection; 1 vial,Remicade,1,574.85,Medication
6449K,RO,peginterferon alfa-2a 180 microgram/0.5 mL injection; 4 x 0.5 mL syringes,Pegasys,8,1282.72,Medication
6456T,BN,iloprost 20 microgram/2 mL inhalation solution; 30 x 2 mL ampoules,Ventavis,30,408.88,Medication
6457W,PF,sirolimus 2 mg tablet; 100,Rapamune,200,1374.34,Medication
6459Y,NV,everolimus 250 microgram tablet; 60,Certican,120,228.29,Medication
6460B,NV,everolimus 500 microgram tablet; 60,Certican,120,456.57,Medication
6461C,NV,everolimus 750 microgram tablet; 60,Certican,240,684.86,Medication
6469L,CJ,thalidomide 50 mg capsule; 28,Thalomid,112,399,Medication
6480C,RO,epoetin beta 2000 units/0.3 mL injection; 6 x 0.3 mL syringes,NeoRecormon,12,245.48,Medication
6481D,RO,epoetin beta 3000 units/0.3 mL injection; 6 x 0.3 mL syringes,NeoRecormon,12,316.78,Medication
6482E,RO,epoetin beta 4000 units/0.3 mL injection; 6 x 0.3 mL syringes,NeoRecormon,12,403.42,Medication
6483F,RO,epoetin beta 5000 units/0.3 mL injection; 6 x 0.3 mL syringes,NeoRecormon,12,502.25,Medication
6484G,RO,epoetin beta 6000 units/0.3 mL injection; 6 x 0.3 mL syringes,NeoRecormon,12,596.19,Medication
6485H,RO,epoetin beta 10 000 units/0.6 mL injection; 6 x 0.6 mL syringes,NeoRecormon,12,935.89,Medication
6488L,AN,darbepoetin alfa 20 microgram/0.5 mL injection; 0.5 mL syringe,Aranesp SureClick,8,79.64,Medication
6489M,AN,darbepoetin alfa 40 microgram/0.4 mL injection; 0.4 mL syringe,Aranesp SureClick,8,132.24,Medication
6490N,AN,darbepoetin alfa 60 microgram/0.3 mL injection; 0.3 mL syringe,Aranesp SureClick,8,191.98,Medication
6491P,AN,darbepoetin alfa 80 microgram/0.4 mL injection; 0.4 mL syringe,Aranesp SureClick,8,252.7,Medication
6492Q,AN,darbepoetin alfa 100 microgram/0.5 mL injection; 0.5 mL syringe,Aranesp SureClick,8,311.18,Medication
6493R,AN,darbepoetin alfa 150 microgram/0.3 mL injection; 0.3 mL syringe,Aranesp SureClick,8,463.66,Medication
6496X,JC,infliximab 100 mg injection; 1 vial,Remicade,1,574.85,Medication
6496X,PF,infliximab 100 mg injection; 1 vial,Inflectra,1,574.85,Medication
6499C,NV,deferasirox 125 mg dispersible tablet; 28,Exjade,168,221.9,Medication
6500D,NV,deferasirox 250 mg dispersible tablet; 28,Exjade,168,443.79,Medication
9574X,RO,methoxy polyethylene glycol-epoetin beta 30 microgram/0.3 mL injection; 1 x 0.3 mL syringe,Mircera,2,175.36,Medication
9575Y,RO,methoxy polyethylene glycol-epoetin beta 50 microgram/0.3 mL injection; 1 x 0.3 mL syringe,Mircera,2,292.27,Medication
9576B,RO,methoxy polyethylene glycol-epoetin beta 75 microgram/0.3 mL injection; 1 x 0.3 mL syringe,Mircera,2,425.61,Medication
9577C,RO,methoxy polyethylene glycol-epoetin beta 100 microgram/0.3 mL injection; 1 x 0.3 mL syringe,Mircera,2,550.44,Medication
9578D,RO,methoxy polyethylene glycol-epoetin beta 120 microgram/0.3 mL injection; 1 x 0.3 mL syringe,Mircera,2,637.28,Medication
9579E,RO,methoxy polyethylene glycol-epoetin beta 200 microgram/0.3 mL injection; 1 x 0.3 mL syringe,Mircera,2,914.04,Medication
9580F,RO,methoxy polyethylene glycol-epoetin beta 360 microgram/0.6 mL injection; 1 x 0.6 mL syringe,Mircera,2,1580.1,Medication
9582H,NV,everolimus 1 mg tablet; 60,Certican,240,913.14,Medication
9588P,SZ,epoetin lambda 5000 units/0.5 mL injection; 6 x 0.5 mL syringes,Novicrit,12,475.81,Medication
9590R,SZ,epoetin lambda 6000 units/0.6 mL injection; 6 x 0.6 mL syringes,Novicrit,12,564.81,Medication
9593X,SZ,epoetin lambda 8000 units/0.8 mL injection; 6 x 0.8 mL syringes,Novicrit,12,732.56,Medication
9595B,SZ,epoetin lambda 10 000 units/mL injection; 6 x 1 mL syringes,Novicrit,12,886.64,Medication
9600G,NV,deferasirox 500 mg dispersible tablet; 28,Exjade,168,887.59,Medication
9605M,RZ,sildenafil 20 mg tablet; 90,SILDENAFIL-DRx,90,410.47,Medication
9605M,TX,sildenafil 20 mg tablet; 90,APO-Sildenafil PHT,90,410.47,Medication
9605M,SZ,sildenafil 20 mg tablet; 90,Sildenafil Sandoz PHT 20,90,410.47,Medication
9605M,PF,sildenafil 20 mg tablet; 90,Revatio,90,410.47,Medication
9605M,EA,sildenafil 20 mg tablet; 90,Sildenafil AN PHT 20,90,410.47,Medication
9607P,TD,apomorphine hydrochloride 20 mg/2 mL injection; 5 x 2 mL ampoules,Movapo,360,90.68,Medication
9611W,RO,rituximab 500 mg/50 mL injection; 50 mL vial,Mabthera,1,1898.92,Medication
9612X,JC,infliximab 100 mg injection; 1 vial,Remicade,1,574.85,Medication
9612X,PF,infliximab 100 mg injection; 1 vial,Inflectra,1,574.85,Medication
9613Y,JC,infliximab 100 mg injection; 1 vial,Remicade,1,574.85,Medication
9613Y,PF,infliximab 100 mg injection; 1 vial,Inflectra,1,574.85,Medication
9615C,PF,ETANERCEPT Injections 50 mg in 1 mL single use pre-filled syringes; 4; 1,Enbrel,1,1548.51,Medication
9617E,JC,infliximab 100 mg injection; 1 vial,Remicade,1,574.85,Medication
9617E,PF,infliximab 100 mg injection; 1 vial,Inflectra,1,574.85,Medication
9619G,RO,ibandronate 6 mg/6 mL injection; 6 mL vial,Bondronat,1,324.29,Medication
9620H,GZ,sevelamer hydrochloride 800 mg tablet; 180,Renagel,360,294.5,Medication
9621J,BQ,abatacept 250 mg injection; 1 vial,Orencia,1,359.41,Medication
9624M,BD,natalizumab 300 mg/15 mL injection; 15 mL vial,Tysabri,1,1489.64,Medication
9632Y,PF,clozapine 50 mg/mL oral liquid; 100 mL,Clopine Suspension,1,135,Medication
9634C,MK,peginterferon alfa-2b 150 microgram injection [4 x 150 microgram cartridges] (&) ribavirin 200 mg capsule [196 capsules] (&) inert substance diluent [4 x 0.5 mL cartridges]; 1 pack,Pegatron,2,2182.24,Medication
9635D,ZI,LANTHANUM Tablet; chewable; 500 mg (as carbonate hydrate); 90,Fosrenol,180,248.68,Medication
9636E,ZI,LANTHANUM Tablet; chewable; 750 mg (as carbonate hydrate); 90,Fosrenol,180,375.52,Medication
9637F,ZI,LANTHANUM Tablet; chewable; 1000 mg (as carbonate hydrate); 90,Fosrenol,180,422.76,Medication
9638G,TX,deferiprone 100 mg/mL oral liquid; 250 mL,Ferriprox,5,214.02,Medication
9640J,TD,apomorphine hydrochloride 50 mg/5 mL injection; 5 x 5 mL ampoules,Movapo,180,226.89,Medication
9641K,PF,ETANERCEPT Injection 50 mg in 1 mL single use auto-injector; 4; 1,Enbrel,1,1548.51,Medication
9642L,CJ,lenalidomide 5 mg capsule; 21,Revlimid,21,5122.76,Medication
9643M,CJ,lenalidomide 10 mg capsule; 21,Revlimid,21,5361.16,Medication
9644N,CJ,lenalidomide 15 mg capsule; 21,Revlimid,21,6252.53,Medication
9645P,CJ,lenalidomide 25 mg capsule; 21,Revlimid,21,6587.49,Medication
9648T,GK,ambrisentan 5 mg tablet; 30,Volibris,30,2732.65,Medication
9649W,GK,ambrisentan 10 mg tablet; 30,Volibris,30,2732.65,Medication
9671B,RO,tocilizumab 80 mg/4 mL injection; 4 mL vial,Actemra,1,135.95,Medication
9672C,RO,tocilizumab 200 mg/10 mL injection; 10 mL vial,Actemra,1,336.9,Medication
9673D,RO,tocilizumab 400 mg/20 mL injection; 20 mL vial,Actemra,1,670.29,Medication
9674E,PF,infliximab 100 mg injection; 1 vial,Inflectra,1,574.85,Medication
9674E,JC,infliximab 100 mg injection; 1 vial,Remicade,1,574.85,Medication
9675F,RO,valganciclovir 50 mg/mL powder for oral liquid; 100 mL,Valcyte,11,395.1,Medication
9678J,VE,adalimumab 20 mg/0.4 mL injection; 2 x 0.4 mL syringes,Humira,2,1383.58,Medication
9679K,VE,adalimumab 40 mg/0.8 mL injection; 2 x 0.8 mL syringes,Humira,2,1383.58,Medication
9680L,VE,adalimumab 40 mg/0.8 mL injection; 2 x 0.8 mL cartridges,Humira,2,1383.58,Medication
9681M,LQ,tacrolimus 500 microgram modified release capsule; 30,ADVAGRAF XL,60,37.52,Medication
9681M,LL,tacrolimus 500 microgram modified release capsule; 30,Prograf XL,60,37.52,Medication
9682N,LQ,tacrolimus 1 mg modified release capsule; 60,ADVAGRAF XL,120,150.08,Medication
9682N,LL,tacrolimus 1 mg modified release capsule; 60,Prograf XL,120,150.08,Medication
9683P,LL,tacrolimus 5 mg modified release capsule; 30,Prograf XL,60,375.22,Medication
9683P,LQ,tacrolimus 5 mg modified release capsule; 30,ADVAGRAF XL,60,375.22,Medication
9684Q,CJ,thalidomide 100 mg capsule; 28,Thalomid,56,798,Medication
9685R,SZ,epoetin lambda 1000 units/0.5 mL injection; 6 x 0.5 mL syringes,Novicrit,12,125.69,Medication
9686T,SZ,epoetin lambda 2000 units/mL injection; 6 x 1 mL syringes,Novicrit,12,232.56,Medication
9687W,SZ,epoetin lambda 3000 units/0.3 mL injection; 6 x 0.3 mL syringes,Novicrit,12,300.11,Medication
9688X,SZ,epoetin lambda 4000 units/0.4 mL injection; 6 x 0.4 mL syringes,Novicrit,12,382.19,Medication
9693E,PF,filgrastim 300 microgram/0.5 mL injection; 10 x 0.5 mL syringes,Nivestim,20,579.22,Medication
9695G,PF,filgrastim 480 microgram/0.5 mL injection; 10 x 0.5 mL syringes,Nivestim,20,928.53,Medication
9697J,AN,romiplostim 250 microgram injection; 1 vial,Nplate,1,928.63,Medication
9699L,AN,romiplostim 500 microgram injection; 1 vial,Nplate,1,1857.25,Medication
9744W,VE,levodopa 20 mg/mL + carbidopa monohydrate 5 mg/mL intestinal gel; 7 x 100 mL,Duodopa,56,1442,Medication
9748C,PF,sirolimus 500 microgram tablet; 100,Rapamune,200,343.59,Medication
10056G,RO,tocilizumab 200 mg/10 mL injection; 10 mL vial,Actemra,1,336.9,Medication
10058J,RO,tocilizumab 200 mg/10 mL injection; 10 mL vial,Actemra,1,336.9,Medication
10064Q,RO,tocilizumab 400 mg/20 mL injection; 20 mL vial,Actemra,1,670.29,Medication
10067W,JC,infliximab 100 mg injection; 1 vial,Remicade,5,574.85,Medication
10067W,PF,infliximab 100 mg injection; 1 vial,Inflectra,5,574.85,Medication
10072D,RO,tocilizumab 400 mg/20 mL injection; 20 mL vial,Actemra,1,670.29,Medication
10077J,RO,tocilizumab 80 mg/4 mL injection; 4 mL vial,Actemra,1,135.95,Medication
10081N,RO,tocilizumab 80 mg/4 mL injection; 4 mL vial,Actemra,1,135.95,Medication
10083Q,GZ,plerixafor 24 mg/1.2 mL subcutaneous infusion injection; 1.2 mL vial,Mozobil,1,6991,Medication
10109C,NV,omalizumab 150 mg/mL injection; 1 mL syringe,Xolair,1,410,Medication
10117L,AT,epoprostenol 1.5 mg injection; 1 vial,Veletri,1,66.55,Medication
10118M,NV,omalizumab 75 mg/0.5 mL injection; 0.5 mL syringe,Xolair,1,205,Medication
10130E,AT,epoprostenol 500 microgram injection; 1 vial,Veletri,1,33.28,Medication
10136L,AT,macitentan 10 mg tablet; 30,Opsumit,30,2876.47,Medication
10170G,VR,ivacaftor 150 mg tablet; 56,Kalydeco,56,22500,Medication
10183Y,XI,eculizumab 300 mg/30 mL injection; 30 mL vial,Soliris,1,5937.5,Medication
10190H,XI,eculizumab 300 mg/30 mL injection; 30 mL vial,Soliris,1,5937.5,Medication
10191J,XI,eculizumab 300 mg/30 mL injection; 30 mL vial,Soliris,1,5937.5,Medication
10196P,PF,infliximab 100 mg injection; 1 vial,Inflectra,1,574.85,Medication
10196P,JC,infliximab 100 mg injection; 1 vial,Remicade,1,574.85,Medication
10227G,PF,apomorphine hydrochloride 10 mg/mL injection; 5 x 1 mL ampoules,Apomine,360,41.96,Medication
10228H,GZ,alemtuzumab 12 mg/1.2 mL injection; 1.2 mL vial,Lemtrada,5,11394,Medication
10232M,GZ,alemtuzumab 12 mg/1.2 mL injection; 1.2 mL vial,Lemtrada,3,11394,Medication
10233N,FN,iron (as sucroferric oxyhydroxide) 500 mg tablet: chewable; 90,Velphoro,180,376.73,Medication
10264F,FK,anakinra 100 mg/0.67 mL injection; 28 x 0.67 mL syringes,Kineret,28,1650,Medication
10384M,TK,vedolizumab 300 mg injection; 1 vial,Entyvio,1,3105.19,Medication
10387Q,CJ,pomalidomide 4 mg capsule; 21,Pomalyst,21,10500,Medication
10390W,TK,vedolizumab 300 mg injection; 1 vial,Entyvio,1,3105.19,Medication
10406Q,CJ,pomalidomide 3 mg capsule; 21,Pomalyst,21,10500,Medication
10525Y,XI,eculizumab 300 mg/30 mL injection; 30 mL vial,Soliris,1,5937.5,Medication
10533J,NV,octreotide 20 mg injection: modified release [1 vial] (&) inert substance diluent [2 mL syringe]; 1 pack,Sandostatin LAR,2,1739.81,Medication
10543X,NV,octreotide 10 mg injection: modified release [1 vial] (&) inert substance diluent [2 mL syringe]; 1 pack,Sandostatin LAR,2,1306.86,Medication
10548E,NV,zoledronic acid 4 mg/100 mL injection; 100 mL vial,Zometa,1,326.97,Medication
10550G,NV,octreotide 30 mg injection: modified release [1 vial] (&) inert substance diluent [2 mL syringe]; 1 pack,Sandostatin LAR,2,2177.46,Medication
